Name,Studio,Year,Description,Tags,Image_Link,Iframe_Link
"Sleepless nocturne the animation 2","Break Bottle","N/A","Một cặp cô bạn gái đi nghỉ dưỡng trên núi. trên đường đi, xe ô tô của họ bị hỏng và họ phải xin tá tú nhờ trong một dinh thự gần đó trong thời gian đợi sửa xe. nhưng từ khi bước vào, họ nhận thấy những người trong đó có gì đó rất khác lạ...","Anal|Big Boobs|Blow Job|Bondage|Femdom|Futanari|Hầu gái - Maid|Megane|Milf|Mind Break|Hiếp dâm - Rape|Stocking|Threesome|Virgin|Vietsub|NTR","N/A","https://e.streamqq.com/videos/6694ae5b34237d94710be54f/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Sweet and hot 1","Queen Bee","N/A","Một cậu sinh viên, học thì dốt, nhưng được trời phú cho mùi cơ thể có khả năng sexy phái nữ và khiến các cô nàng ngửi phải sẽ bị nứng không ngớt. dù đã rất cố gắng để giấu mùi cơ thể đi nhưng mông vú vẫn tìm đến cậu.","Big Boobs|Blow Job|Femdom|Megane|Milf|Nữ Sinh - School Girl|Stocking|Teacher|Tsundere|Virgin|Vietsub","N/A","https://e.streamqq.com/videos/6694ae5a623daebc4906c665/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Tsuma netori kan bijutsu kyoushi no baai 1","Ziz","N/A","Tập 4 này không phải là tập tiếp nối tập 3 như thường lệ mà là sẽ kể về sự kiện trước khi sự kiện chính diễn ra (tiền truyện) và được biết nó diễn ra vào nhiều năm về trước khi makoto còn là học sinh đại học đang chuẩn bị tốt nghiệp. giáo viên mỹ thuật yurina xinh đẹp đã có anh xã đang làm việc tại ý. trong một lần họp, cô bị sakkura bỏ thuốc mê vào trà khiến cô chóng mặt bất tỉnh rồi bị lôi đi hiếp dâm. yurina phải trải qua ngày qua ngày trong phòng giam với những liều thuốc kích dục được tiêm vào zú và những chỗ khác đến khi cô quy phục...","Anal|Big Boobs|Blow Job|Bondage|Gang Bang|Milf|Mind Break|Hiếp dâm - Rape|Scat|Sex Toy|Teacher|Thủ Dâm|Vietsub|NTR|Thuốc","N/A","https://e.streamqq.com/videos/6694ae59bd0754f82d0d72c9/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Tsuma ni damatte sokubaikai ni ikun ja nakatta 1","T-Rex","N/A","Kimura yumiko là một bà nội chợ và là người vợ của taka. cô sở hữu cơ thể đầy đặn, múp rụp nhưng taka không hề có hứng với cô và thường đi công chuyện bỏ mặc cô nứng ở nhà một mình. cho đến một hôm, anh chồng yêu đi công chuyện xa nhà. yumiko đã phát hiện ra đống truyện khiêu dâm anh anh ta và bắt đầu thẩm du với nó....","Ahegao|Big Boobs|Blow Job|Milf|Mind Break|Hiếp dâm - Rape|Thủ Dâm|Vietsub|NTR","N/A","https://e.streamqq.com/videos/6694ae61464f61c27d054f59/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Tsuma ni damatte sokubaikai ni ikun ja nakatta 2","T-Rex","N/A","Thời gian thấm thoát 1 năm sau sự kiện ấy, yumiko và con trai bà chủ là kazuya vẫn qua lại mỗi khi chồng yêu nói mình đi công chuyện. kazuya rủ yumiko đến lễ hội cosplay để tham quan và một phút thoáng qua anh nảy sinh nghi ngờ gã chồng yumiko đã dối lừa âm đạo thay vì đi làm ăn thì ông ta lén đi dự mấy sự kiện này...","Ahegao|Big Boobs|Blow Job|Đồ Bơi|Milf|Sex Toy|Stocking|Vietsub|NTR|Cosplay","N/A","https://e.streamqq.com/videos/6694ae5f464f61c27d054f58/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Ane jiyoku tsukushi neesan no shitagi 1","Nur","N/A","Mizuki là cậu em trai có hai người chị ruột là ema và ruka. ema là chủ tịch hội sinh viên xinh đẹp xuất chúng rất nứng luôn lấy thân thể mình trêu đùa mizuki. ruka là cô chị nổi tiếng như idol trong trường nhưng luôn xem mizuki là thằng hầu để xài xể. ở trường mizuki có một bạn gái tên yuka, vì ghen tị với yuka nên chị ema đã gài bẫy để any mình đi gạ gẫm, xxx với yuka khiến mizuki chứng kiến cảnh mình bị ntr và rồi ema bắt lấy cơ hội trao cái ngàn vàng của mình cho mizuki...","Big Boobs|Blow Job|Femdom|Foot Job|Loạn Luân|Nữ Sinh - School Girl|Thủ Dâm|Virgin|Vietsub|NTR","N/A","https://e.streamqq.com/videos/6694ae575ba40a91fd0e8435/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Demon busters ecchi na ecchi na demon taiji animation 1","Pink Pineapple","N/A","Demon busters ecchi na ecchi na demon taiji animation 1: nội dung: nam chính bị một con bạch tuộc sữa chua nhập vào cơ thể. vì bị ảnh hưởng của con yêu quái nên anh đã rape hết 4 cô nàng đến cứu anh. tuy nhiên, công lý luôn chiến thắng và sau cùng anh đã trở lại bình thường. nhưng trớ trêu thay, sau khi cứu anh, bốn cô gái đó lại biến thành yêu quái.","Anal|Big Boobs|Blow Job|Bondage|Boob Job|Double Penetration|Foot Job|Gang Bang|Harem|Loạn Luân|Loli|Hiếp dâm - Rape|Stocking|Xúc tua - Tentacle|Threesome|Thủ Dâm|Vietsub","N/A","https://e.streamqq.com/videos/6694aed74021c0c28a05a15d/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Doukyo suru neneki 2","King Bee","N/A","Yuuji là một nhân viên bán thời gian và không có duyên với phụ nữ. bằng một cách nào đó ở trong phòng anh có một con slime sống ở đó. đặc biệt hơn là slime có thể biến hình thành bất kỳ cô gái mà yuuji đã từng gặp, từ giọng nói, tính cách, cơ thể...","Big Boobs|Blow Job|Đồ Bơi|Fantasy|Femdom|Hiếp dâm - Rape|Threesome|Vietsub","N/A","https://e.streamqq.com/videos/6698d6747c07392c840242b5/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Fleur the animation 1","Pink Pineapple","N/A","Obana là một họa sĩ vẽ truyện tranh khiêu dâm, anh có một cô trợ lý tên là shinonome. vì tính chất công việc nên shinonome thường đến nhà obana để thảo luận. nhưng vì sự quá thoải mái của shinonome khiến obana không thể nhịn được và phải chui và toilet để giải quyết. shinonome phát hiện obana vừa gọi tên mình vừa giải quyết, obana đành phân bua cần có tư liệu để vẽ truyện và lỡ bắn tùm lum. với tính cách giúp đỡ người khác của shinonome, cô nguyện làm tư liệu thực tiễn cho obana nghiên cứu...","Big Boobs|Blow Job|Megane|Vanilla|Vietsub","N/A","https://e.streamqq.com/videos/6698d66f66d1ba26f80677cc/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Hajimete no hitozuma 6","Mary Jane","N/A","Masanobu trở về nhà với đầy vết thương trên người, nhưng cậu không nói cho má tomoko của mình biết nên khiến bà lo lắng. một ngày nọ, kẻ bắt nạt con trai bà là togawa đến thăm, hắn giả vờ mình cũng là nạn nhân nhân như masanobu. hắn bảo lý do bị bắt nạt là do mình và masanobu vẫn còn trinh. thấy tội nghiệp togawa nên tomoko đã cho hắn ta sờ mó bộ ngực mình. chuyện gì đến cũng sẽ đến, má tomoko đã trao thân cho kẻ đã bắt nạt con trai mình mà không hề hay biết. togawa hăm dọa nếu không phục vụ nó, con trai cô sẽ không sống yên ổn. và rồi hắn còn kéo cả mấy thằng bạn đến để thay phiên chơi tomoko.","Big Boobs|Blow Job|Boob Job|Femdom|Milf|Vietsub","N/A","https://e.streamqq.com/videos/6694ae52bd0754f82d0d72c4/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Hatsukoi jikan 3","T-Rex","N/A","Sau khi nện tình dục với cô nô lệ tình dục anri, tayaka vô cùng đau lòng vì không thể nói cho cô biết cảm xúc của mình. một ngày nọ, cậu lấy hết can đảm thổ lộ với anri nhưng lại vô tình phát hiện anri thổ lộ một mình về toàn bộ tình cảm dành cho cậu. tayaka xong vào hấp diêm và yêu cầu anri hãy sinh con cho mình và bắt đầu cố gắng thụ tinh trùng cho cô. kể từ ngày đó, cả hai tiếp tục xoạc tình dục cho đến khi trái tim họ hòa thành một.","Big Boobs|Blow Job|Hầu gái - Maid|Romance|Nữ Sinh - School Girl|Stocking|Tsundere|Vanilla|Vietsub","N/A","https://e.streamqq.com/videos/6694ae555ba40a91fd0e8433/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Hatsukoi jikan 4","T-Rex","N/A","Tomura sadahito là một chàng trai trẻ luôn đứng thứ hai trong các kỳ thi, cậu bị vượt qua bởi học sinh nữ ichinomiya juri, một cô gái cùng trường khác lớp trung học của anh. anh không ngừng học tập, nghiên cứu cách để vượt qua cô. sự kình địch, hơn thua của họ có bước ngoặt bất ngờ khi juri vượt qua ranh giới bạn bè và tiến xa hơn với sadahito. sau đó, cả hai trả bài tình dục nhiều hơn mà không nhận ra rằng tình cảm của họ đang gắn kết với nhau.","Big Boobs|Blow Job|Femdom|Romance|Nữ Sinh - School Girl|Stocking|Vanilla|Virgin|Vietsub|Bao cao su","N/A","https://e.streamqq.com/videos/6694ae54bd0754f82d0d72c6/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Hell&#039;s sentence 1","Mendez Sfm","N/A","Cô gái và một con quái zật ciu bự...","3D|Ahegao|Big Boobs|Fantasy|Mind Break|Monster|Hiếp dâm - Rape|Vietsub|Không Che","N/A","https://e.streamqq.com/videos/6698ed49e409ee788a061967/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Mahou touki lilustear 2","Majin","N/A","đội quân ác quỷ hamerudah lang thang khắp thị trấn mỗi đêm, chúng hãm hiếp những cô gái đi một mình. nhiệm vụ của các chiến binh ma pháp là tiêu diệt chúng và giải thoát cho các cô gái khỏi sự tấn công của chúng.","Ahegao|Big Boobs|Blow Job|Fantasy|Gang Bang|Loli|Monster|Hiếp dâm - Rape|Nữ Sinh - School Girl|Vietsub","N/A","https://e.streamqq.com/videos/6694ae5334237d94710be547/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Nightmare x deathscythe 2","Gold Bear","N/A","đươc chuyển thể từ game gốc nightmare x deathscythe, câu chuyện kể về natsume rinne, một em học sinh cực kỳ bình thường... và sống với suy nghĩ đó cho đến khi cô biết được sự thật về bản thân. vài tháng trước, cô bị một bọn ác quỷ tấn công và đã mất cha. lúc đó, cô đã thức tỉnh sức mạnh của tử thần bên trong mình và tiêu diệt bọn ác quỷ. sau đó, cuộc sống bình yên của cô lại không kéo dài lâu và cô đã bị bắt và giam giữ. người đứng đầu chi nhánh của bọn ác quỷ là akutagawa đã đẩy mối hận từ sự việc xảy ra với cha của rinne lên cô. bây giờ, nghi thức kết hợp giữa ác quỷ và thần chết đang bắt đầu. vào lúc đó, xuất hiện hai người, là senna kagura một thầy tu lang thang và yuka, nhưng mặc dù đã cố gắng, cuối cùng họ vẫn bị bao vây bởi rất nhiều tín đồ... vậy kết cục sẽ là gì?","Ahegao|Anal|Big Boobs|Blow Job|Bondage|Double Penetration|Fantasy|Gang Bang|Mind Break|Orgy|Hiếp dâm - Rape|Scat|Sex Toy|Stocking|Vietsub|NTR","N/A","https://e.streamqq.com/videos/6694ae58bd0754f82d0d72c8/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Sakusei byoutou the animation 6","Pink Pineapple","N/A","Sakusei byoutou the animation: nội dung phim xoay quanh anh chàng yamada bị tai nạn và phải nhập viện trong tình trạng chấn thương nặng hay bàn tay. thật không may anh ta lại bị mắc một chứng bệnh mạn tính khiến sữa đặc hoàn đau dữ dội trừ khi anh ta bắn tinh cứ sau mỗi 3 tiếng. vì tay anh bị thương nên được các nhân viên bênh viện phụ trách việc đó, nhưng có tiếng đồn rằng, những nhân viên chăm sóc ở bệnh viện này làm việc một cách rất vô cảm và có nhân cách khá tồi tệ...","Big Boobs|Blow Job|Femdom|Foot Job|Stocking|Y Tá|Vietsub","N/A","https://e.streamqq.com/videos/6694ae5634237d94710be549/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Sakusei byoutou the animation 7","Pink Pineapple","N/A","Sakusei byoutou the animation: nội dung phim xoay quanh anh chàng yamada bị tai nạn và phải nhập viện trong tình trạng chấn thương nặng hay bàn tay. thật không may anh ta lại bị mắc một chứng bệnh mạn tính khiến sữa đặc hoàn đau dữ dội trừ khi anh ta bắn tinh cứ sau mỗi 3 tiếng. vì tay anh bị thương nên được các nhân viên chăm sóc phụ trách việc đó, nhưng có tiếng đồn rằng, những nhân viên bênh viện ở bệnh viện này làm việc một cách rất vô cảm và có nhân cách khá tồi tệ...","Ahegao|Big Boobs|Blow Job|Hiếp dâm - Rape|Y Tá|Vietsub","N/A","https://e.streamqq.com/videos/6694ae55464f61c27d054f51/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Secret mission sennyuu sousakan wa zettai ni makenai 1","Suiseisha","N/A","Riko và người đồng cấp dưới là anh chàng noma làm trong lực lượng cảnh sát phòng chống tội phạm ma túy. hai người đang đóng giả một cặp vợ yêu ông chồng mới cưới để điều tra một ổ nhóm tội phạm ma túy. tuy nhiên, để tránh bị chúng cảnh giác và phát hiện, họ phải hành động giống như một cặp bà xã chồng yêu bình thường...","Big Boobs|Blow Job|Bondage|Boob Job|Josei|Plot|Hiếp dâm - Rape|Tsundere|Virgin|Vietsub|Thuốc","N/A","https://e.streamqq.com/videos/6694ae565ba40a91fd0e8434/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Shunka shuutou 1","Nur","N/A","Miharu và natsumi là hai nữ học sinh rất thân với nhau như hình với bóng. natsumi là cô gái ít nói dè dặt, cô có một cậu anh bồ nhưng ngày càng ít liên lạc với nhau dẫn đến tình cảm lạnh nhạt dần. miharu thì hay phá đám muốn họ chia tay để natsumi trở về với mình như xưa. trong quá trình phá, miharu thường để cậu sờ mó thân thể và vô tình cậu người yêu của natsumi đã phải lòng miharu. từ đó anh ta rất ít quan tâm đến natsumi mà bỏ mặc cô...","Big Boobs|Blow Job|Hiếp dâm - Rape|Nữ Sinh - School Girl|Tsundere|Vanilla|Virgin|Vietsub","N/A","https://e.streamqq.com/videos/6698d6737c07392c840242b4/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Sinisistar 1","Majin","N/A","đó là một vùng đất đầy rẫy quái vật. kessalia là một thành phố bỏ hoang được bao phủ trong bóng tối và chướng khí khắp nơi. sơ labian được lệnh điều tra vùng đất này. trong khu rừng tối tăm xung quanh làng, có những sinh vật kỳ quái lang thang khắp nơi. dưới màn đêm trăng sáng, tiếng gầm rú của những sinh vật lạ vang lên... trong thế giới này, cô không thể nhận ra đâu là thật đâu là mơ...","Ahegao|Big Boobs|Blow Job|Fantasy|Guro|Hầu gái - Maid|Monster|Hiếp dâm - Rape|Stocking|Xúc tua - Tentacle|Vietsub","N/A","https://e.streamqq.com/videos/6698d6717c07392c840242b3/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"So low 2","Nur","N/A","Fujioka kouta là một gia sư tại gia vô cùng xuất sắc. thế nhưng mối địt của anh ta với học trò thường bị đồn đoán khiến trung tâm mất uy tín và hạn chế giao việc cho anh ta. bất mãn anh định hiếp cả văn phòng thì được cấp trên giao việc gia sư đến nhà người bạn thân thời đi học. nhiệm vụ của fujioka kouta là giảng dạy cho 2 chị em sinh đôi kawai mitsuki và kawai kasumi. hai đứa thường kiếm cớ đuổi các gia sư khác đi và kouta cũng không ngoại lệ...","Big Boobs|Blow Job|Megane|Hiếp dâm - Rape|Nữ Sinh - School Girl|Tsundere|Virgin|Vietsub","N/A","https://e.streamqq.com/videos/6694ae545ba40a91fd0e8432/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Tonari no ie no anette-san the animation 2","Pink Pineapple","N/A","Tonari no ie no anette-san the animation 2: em hotgirl cạnh nhà xinh đẹp của tôi là anette-san.","Big Boobs|Blow Job|Boob Job|Dark Skin|Vanilla|Vietsub","N/A","https://e.streamqq.com/videos/6694fb2e845f2eff30014ddd/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Tsundero series 3","T-Rex","N/A","Yosuke là một nam học sinh, gia đình thì cắt tiền chi tiêu và bắt anh tự thây đi làm, họ giới thiệu kèo làm gia sư dạy riêng cho một lỗ lồn tên yuuna. lỗ lồn là một em học sinh tsundere đáng yêu, nóng bỏng với bộ ngực khủng được bao chàng trai tỏ tình nhưng âm đạo luôn muốn yêu một người đủ chân thành. yosuke rất mê các bướm loli mặc đồ bơi, anh thường mua phim và game về chúng để tự thẩm và bị yuuna phát hiện...","Ahegao|Big Boobs|Blow Job|Boob Job|Đồ Bơi|Femdom|Nữ Sinh - School Girl|Stocking|Tsundere|Virgin|Vietsub","N/A","https://e.streamqq.com/videos/6694ae5734237d94710be54a/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Tsundero series 4","T-Rex","N/A","Minato saaya là một em học sinh tsundere thuộc một clb bơi lội. âm đạo luôn tự ti về bộ ngực đầy cuốn hút với cặp ti khủng dài như dương vật của mình. saaya có một người bạn thời thơ ấu tên là daisuke, cậu luôn tia zú saya bất cứ khi nào có cơ hội khiến cho saaya luôn dâm đãng khi gặp cậu. tuy vậy saaya khi thẩm du thì luôn nghĩ đến daisuke yêu quý của mình. và rồi một hôm họ chạm mặt nhau ở bể bơi riêng vào ban đêm...","Ahegao|Big Boobs|Blow Job|Boob Job|Đồ Bơi|Femdom|Lactation|Nữ Sinh - School Girl|Tsundere|Virgin|Vietsub","N/A","https://e.streamqq.com/videos/6694ae57bd0754f82d0d72c7/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Tsundero series 5","T-Rex","N/A","Aoi là cô gái tài năng thuộc một câu lạc bộ thể dục nhịp điệu của trường. dù aoi vô cùng xuất sắc trong các màn trình diễn nhưng bím lại có một vấn đề là quá nhút nhát trước đám đông. trước thềm giải đấu tiếp theo, cô tìm kiếm sự giúp đỡ từ một vị huấn luyện viên để vượt qua sự nhút nhát của mình. mỗi đêm trong 10 ngày, aoi sẽ phải làm tất cả những gì huấn luyện viên yêu cầu. từ đó aoi phải trải qua 10 ngày liên tục bị quấy rối tình dục. thay vì sợ hãi, hoang mang thì aoi dần quen với điều đó và từ khi nào bướm đã trao cơ thể và cả trái tim mình cho vị huấn luyện viên...","Ahegao|Anal|Big Boobs|Blow Job|Mind Break|Nữ Sinh - School Girl|Teacher|Vietsub","N/A","https://e.streamqq.com/videos/6694ae53623daebc4906c661/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Tsundero series 6","T-Rex","N/A","Shiga yuuto là một nam học sinh năm nhất bình thường. cuộc sống của anh bất ngờ thay đổi khi cha anh kết hôn với cô hàng xóm. từ ngày đó, yuuto có thêm hai cô chị gái riêng là ayaka, nhân viên bênh viện ở trường anh và haruka, giáo viên thể dục. ayaka và haruka định đợi khi yuuto tốt nghiệp sẽ đè thằng bé ra thịt. nhưng một ngày nọ, một tai nạn xảy ra đã khiến họ tiến xa hơn so với kế hoạch. yuuto phải thực hiện lời hứa năm nào là phải cưới cả ayaka và haruka...","Ahegao|Big Boobs|Blow Job|Boob Job|Femdom|Foot Job|Harem|Teacher|Threesome|Virgin|Vietsub","N/A","https://e.streamqq.com/videos/6698d671d87547f57b08c4e3/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Yakin byoutou (night shift nurses) 1","Discovery","N/A","Yakin byoutou (night shift nurses) 1: một tay bác sĩ được nữ trưởng khoa bệnh viện mời vào làm, ngoài công việc chữa bệnh thì hắn còn huấn luyện những nữ nhân viên chăm sóc bình thường trong bệnh viện trở thành nô lệ của hắn, tước bỏ bộ đồng phục điều dưỡng, ép quan hệ khiến mục tiêu trở lên thụ thuộc vào hắn để tấn công những nữ nhân viên bênh viện khác...tưởng chừng mọi việc của hắn diễn ra suôn sẻ, hắn đâu có ngờ điều gì đang chờ đằng sau!? một âm mưu báo thù bí ẩn đầy duyên nợ xưa kia mà hắn không ngờ tới...","Anal|Bạo dâm - Bdsm|Big Boobs|Blow Job|Bondage|Boob Job|Double Penetration|Đồ Bơi|Guro|Harem|Mind Break|Mind Control|Plot|Hiếp dâm - Rape|Scat|Sex Toy|Stocking|Tsundere|Virgin|Y Tá|Yuri|Vietsub|NTR|Không Che","N/A","https://e.streamqq.com/videos/6698ed01431fbfbabb039ee8/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Yakin byoutou (night shift nurses) 2","Discovery","N/A","Yakin byoutou (night shift nurses) 2: một tay bác sĩ được nữ trưởng khoa bệnh viện mời vào làm, ngoài công việc chữa bệnh thì hắn còn huấn luyện những nữ nhân viên bênh viện bình thường trong bệnh viện trở thành nô lệ của hắn, tước bỏ bộ đồng phục hộ lý, cưỡng hiếp khiến mục tiêu trở lên thụ thuộc vào hắn để tấn công những nữ nhân viên bênh viện khác...tưởng chừng mọi việc của hắn diễn ra suôn sẻ, hắn đâu có ngờ điều gì đang chờ đằng sau!? một âm mưu báo thù bí ẩn đầy duyên nợ xưa kia mà hắn không ngờ tới...","Anal|Bạo dâm - Bdsm|Big Boobs|Blow Job|Bondage|Boob Job|Double Penetration|Đồ Bơi|Guro|Harem|Mind Break|Mind Control|Plot|Hiếp dâm - Rape|Scat|Sex Toy|Stocking|Tsundere|Virgin|Y Tá|Yuri|Vietsub|NTR|Không Che","N/A","https://e.streamqq.com/videos/6698d6cf74a38ba3960cf310/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Yuusha hime milia 1","Majin","N/A","Milia là một cô gái được đức vua nhận nuôi từ người thân. trước ngày con trai của đức vua, hoàng tử rick được phong danh hiệu anh hùng nhằm tiêu diệt quỷ vương. milia đã gài bẫy khiến anh trở thành một tên ấu dâm, cuối cùng anh đã bị tử hình vì tội trạng tày trời đó. sau khi anh chết, milia được phong tặng danh hiệu. rick không thể siêu thoát và kẹt mãi trong limbo vì nổi uất ức năm nào. và rồi một giọng nói bí ẩn vọng trong limbo chỉ cho rick cách trở về dương giới để báo thù và đó chính là quỷ vương.","Ahegao|Big Boobs|Fantasy|Loli|Hiếp dâm - Rape|Stocking|Virgin|Vietsub","N/A","https://e.streamqq.com/videos/6698d673d87547f57b08c4e4/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"1ldk + jk ikinari doukyo micchaku hatsu ecchi 3","Studio 1St","N/A","Nữ học sinh misaki akane và chàng trai hazama ken cùng đến thuê một căn trọ. vì nhầm lẫn hợp đồng nên họ bị xếp chung phòng và phải sống cùng nhau ít nhất 1 tuần. vì akane không có nệm nên đêm đó cả hai quyết định chia đôi ngủ chung. tối đó, nhà sát bên sát vách quan hệ cháy quá nên akane đã lên cơn nứng và đã tự sướng trong khi ngủ cạnh ken...","Big Boobs|Blow Job|Mind Break|Nữ Sinh - School Girl|Vanilla|Vietsub","N/A","https://e.streamqq.com/videos/6698d66966d1ba26f80677ca/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"69 itsuwari no bishou 1","Nur","N/A","Tại một ngôi trường nơi thành tích đánh giá con người. aoi midori là em học sinh luôn đứng top 1 và được cả trường ngưỡng mộ. trong một bài thi aoi đã đạt số điểm thấp kỉ lục. để cứu vãn hình tượng, cô phải đi năn nỉ các thầy giáo để họ sửa điểm cho cô. riêng thầy giáo izumi không hề bị lay chuyển bởi cơ thể của aoi. aoi biết tin izumi và cô yoshimura sắp kết hôn. vì điểm số aoi đã sai khiến đám fan của mình nảy ra một kế hoạch táo tợn để nhằm ép izumi...","Big Boobs|Blow Job|Gang Bang|Hiếp dâm - Rape|Nữ Sinh - School Girl|Stocking|Tsundere|Virgin|Vietsub|NTR","N/A","https://e.streamqq.com/videos/6694ae4fbd0754f82d0d72c1/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Ane jiyoku tsukushi neesan no shitagi 2","Nur","N/A","Mizuki là cậu em trai có hai người chị ruột là ema và ruka. ema là chủ tịch hội sinh viên xinh đẹp xuất chúng rất nứng luôn lấy thân thể mình trêu đùa mizuki. ruka là cô chị nổi tiếng như idol trong trường nhưng luôn xem mizuki là thằng hầu để xài xể. ở trường mizuki có một người tình tên yuka, vì ghen tị với yuka nên chị ema đã gài bẫy để anh bồ mình đi gạ gẫm, chịch với yuka khiến mizuki chứng kiến cảnh mình bị ntr và rồi ema bắt lấy cơ hội trao cái ngàn vàng của mình cho mizuki...","Big Boobs|Bondage|Loạn Luân|Hiếp dâm - Rape|Nữ Sinh - School Girl|Sex Toy|Stocking|Vietsub|NTR","N/A","https://e.streamqq.com/videos/6694fb2e8d3c45e51006b256/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Ateuma chara no kuse shite, super darling ouji ni chouai sareteimasu 1","Suiseisha","N/A","- câu chuyện về chàng trai roni ở thế giới thực rất mê bộ tiểu thuyết về chuyện tình giữa hoàng tử alec và công chúa lily - không ngờ một ngày roni bị trunk-kun cho isekai vào một thế giới truyền thuyết ấy và anh phải làm nhân vật phụ trong thế giới đó. - roni khi tái sinh đã phải lòng công chúa lily nhưng bị hoàng tử alec đẹp trai ngăn cản. - roni phải luôn cố tránh mặt chàng hoàng tử alec, nhưng lại bị hoàng tử tiếp cận tỏ tình. trước khi roni kịp từ chối, anh ta đã làm cậu bắn tùm lum - roni không ngờ hoàng tử trong thế giới này lại khác hoàn toàn so với tiểu thuyết khi anh đem lòng yêu một kẻ uất ơ như cậu chứ không phải công chúa.","Fantasy|Josei|Plot|Romance|Yaoi|Vietsub","N/A","https://e.streamqq.com/videos/6694ae4dbd0754f82d0d72bf/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Enjo kouhai 3","Majin","N/A","Enjo kouhai 3: công chúa thứ iris của tộc elf, người được chuyển đến một trường học của con người với tư cách là một đại sứ thiện chí cho sự hợp tác giữa con người và bán nhân. cô là một sinh viên danh dự được người nhiều ngưỡng mộ, nhưng để duy trì giống nói thì cô cũng tham gia vào chương trình hỗ trợ lai giống... và bất ngờ thay, người mà cô ghép cặp để nhân giống lại chính là...","Big Boobs|Blow Job|Bondage|Boob Job|Dark Skin|Elf|Fantasy|Femdom|Gang Bang|Harem|Lactation|Loli|Nữ Sinh - School Girl|Stocking|Teacher|Threesome|Tsundere|Vanilla|Virgin|Vietsub","N/A","https://e.streamqq.com/videos/6698d6d00ac391794f0bcb54/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
